SpaceObjects: "Earth,James Webb Space Telescope,Sun";
Probe: "James Webb Space Telescope";
numOfSamples: "20";
deltaD: "500";
ts: "500";
Iterations: "500";
dataSamples: "500";
Range: "{-2000000.0,2000000.0,-500000.0,500000.0}";
Probe Pos: "(-1471603.356, 0.0, 0.0)";
Simulation Class: "precreatedScenarios.SunEarthJamesWebbSimulation";
----------
(-1913043.4782608696, -477272.7272727273, 0.0),(2.2152323308327536E-8, -1.0548997933603863E-8, 3.111504923477107E-6)
(-1913043.4782608696, -431818.1818181818, 0.0),(2.252997439157193E-8, -1.0826697619706193E-8, 2.7010141325279887E-6)
(-1913043.4782608696, -386363.63636363635, 0.0),(2.2880004200360755E-8, -1.1085234320239318E-8, 2.2293858187161733E-6)
(-1913043.4782608696, -340909.0909090909, 0.0),(2.3198657360232483E-8, -1.1321511438764418E-8, 1.679766230853811E-6)
(-1913043.4782608696, -295454.5454545454, 0.0),(2.3482387143147644E-8, -1.1532592043286014E-8, 1.0267095470391567E-6)
(-1913043.4782608696, -249999.99999999994, 0.0),(2.372793307267265E-8, -1.1715765511528504E-8, 2.290402888933931E-7)
(-1913043.4782608696, -204545.45454545447, 0.0),(2.393239525633528E-8, -1.1868614391774445E-8, -7.866797926121226E-7)
(-1913043.4782608696, -159090.909090909, 0.0),(2.4093303769735377E-8, -1.198907489443226E-8, -2.172422005775251E-6)
(-1913043.4782608696, -113636.36363636355, 0.0),(2.4208678972265794E-8, -1.2075490639193708E-8, -4.3373380891475976E-6)
(-1913043.4782608696, -68181.81818181809, 0.0),(2.4277081518619443E-8, -1.2126655715557682E-8, -9.062910313056516E-6)
(-1913043.4782608696, -22727.272727272633, 0.0),(2.4297648712936575E-8, -1.2141879066255255E-8, -7.366688118631822E-6)
(-1913043.4782608696, 22727.272727272823, 0.0),(2.4270117429414383E-8, -1.2121280509674125E-8, -3.7037765292373872E-6)
(-1913043.4782608696, 68181.81818181828, 0.0),(2.4194830511752403E-8, -1.2064778614135802E-8, -1.784119240642198E-6)
(-1913043.4782608696, 113636.36363636373, 0.0),(2.4072728077964608E-8, -1.1973161480523069E-8, -5.002253478894427E-7)
(-1913043.4782608696, 159090.90909090918, 0.0),(2.390532309058889E-8, -1.184769738837369E-8, 4.6122200436334025E-7)
(-1913043.4782608696, 204545.45454545465, 0.0),(2.369466292854163E-8, -1.1690101130313959E-8, 1.2261400873314686E-6)
(-1913043.4782608696, 250000.00000000012, 0.0),(2.3443277880331393E-8, -1.1502487523903517E-8, 1.8579454314246106E-6)
(-1913043.4782608696, 295454.5454545456, 0.0),(2.315411951495925E-8, -1.128731749455683E-8, 2.393128042948891E-6)
(-1913043.4782608696, 340909.09090909106, 0.0),(2.283049065246368E-8, -1.1047336108687932E-8, 2.854644803128883E-6)
(-1913043.4782608696, 386363.6363636365, 0.0),(2.2475970205487525E-8, -1.0785506634836597E-8, 3.2579015495391993E-6)
(-1913043.4782608696, 431818.181818182, 0.0),(2.2094335207922935E-8, -1.0504941934320293E-8, 3.6137579222644522E-6)
(-1913043.4782608696, 477272.72727272747, 0.0),(2.168948322322798E-8, -1.0208837791193207E-8, 3.9301728695330436E-6)
(-1739130.4347826089, -477272.7272727273, 0.0),(2.567078865379295E-8, -1.2008867616125692E-8, 3.989822746010816E-6)
(-1739130.4347826089, -431818.1818181818, 0.0),(2.6256639045968513E-8, -1.2437961060817187E-8, 3.6086933207201514E-6)
(-1739130.4347826089, -386363.63636363635, 0.0),(2.6803577634200263E-8, -1.2840774390776254E-8, 3.17123821777439E-6)
(-1739130.4347826089, -340909.0909090909, 0.0),(2.7304756684109773E-8, -1.3211672710525601E-8, 2.663047381865181E-6)
(-1739130.4347826089, -295454.5454545454, 0.0),(2.775361459017517E-8, -1.3545225698468206E-8, 2.062907192243035E-6)
(-1739130.4347826089, -249999.99999999994, 0.0),(2.814404293256972E-8, -1.3836354629155295E-8, 1.3376111350919992E-6)
(-1739130.4347826089, -204545.45454545447, 0.0),(2.8470550700471273E-8, -1.4080476662363046E-8, 4.3063957062540516E-7)
(-1739130.4347826089, -159090.909090909, 0.0),(2.8728418884099068E-8, -1.4273641256250289E-8, -7.667530124244857E-7)
(-1739130.4347826089, -113636.36363636355, 0.0),(2.891383838920339E-8, -1.4412652840264148E-8, -2.5103825946683745E-6)
(-1739130.4347826089, -68181.81818181809, 0.0),(2.902402484307057E-8, -1.4495173292147296E-8, -5.694955019995156E-6)
(-1739130.4347826089, -22727.272727272633, 0.0),(2.905730416234622E-8, -1.4519844517590226E-8, -1.0141362746402384E-5)
(-1739130.4347826089, 22727.272727272823, 0.0),(2.9013164551875167E-8, -1.448678895851585E-8, -4.185275956701578E-6)
(-1739130.4347826089, 68181.81818181828, 0.0),(2.8892272877305963E-8, -1.439597112980011E-8, -1.7499039133149032E-6)
(-1739130.4347826089, 113636.36363636373, 0.0),(2.869645357121089E-8, -1.4248925158125811E-8, -2.5675426316639536E-7)
(-1739130.4347826089, 159090.90909090918, 0.0),(2.842863202317653E-8, -1.4048110397850761E-8, 8.168856183015212E-7)
(-1739130.4347826089, 204545.45454545465, 0.0),(2.8092744635906842E-8, -1.379683139081964E-8, 1.6505070626955243E-6)
(-1739130.4347826089, 250000.00000000012, 0.0),(2.769362091345861E-8, -1.3499131687084069E-8, 2.3275476122737446E-6)
(-1739130.4347826089, 295454.5454545456, 0.0),(2.723684285523566E-8, -1.3159670138499822E-8, 2.893697937520226E-6)
