SpaceObjects: "Earth,James Webb Space Telescope,Sun";
Probe: "James Webb Space Telescope";
numOfSamples: "20";
deltaD: "50";
ts: "100";
Iterations: "500000";
dataSamples: "50";
Range: "{6.15600815E7,8.55600815E7,1.1490979856690742E8,1.399097985669074E8}";
Probe Pos: "(8.40600815E7, 0.0, 1.381240842811931E8)";
Probe Velocity: "(26.231909480630648, 0.0, 15.144999999999998)";
----------
(6.30600815E7, 1.166955128526217E8, 0.0),(6.27294657641122E-6, 3.3502810219950637E-17, 1.152603262506676E-12)
(6.30600815E7, 1.2026694142405027E8, 0.0),(6.272783748824143E-6, 7.694633149152985E-17, 1.7493210886062576E-12)
(6.30600815E7, 1.2383836999547884E8, 0.0),(6.273106298845132E-6, 1.467264436634682E-16, 2.420404216911349E-12)
(6.30600815E7, 1.274097985669074E8, 0.0),(6.272781946056149E-6, 2.194339581019288E-16, 2.958654364429224E-12)
(6.30600815E7, 1.3098122713833597E8, 0.0),(6.2731044127479534E-6, 2.995559694579115E-16, 3.4593964607575703E-12)
(6.30600815E7, 1.3455265570976454E8, 0.0),(6.2727867566924614E-6, 4.5289916295255025E-16, 4.253063535187469E-12)
(6.30600815E7, 1.381240842811931E8, 0.0),(6.272786252959711E-6, 6.368291121180253E-16, 5.044007084147404E-12)
(6.60600815E7, 1.166955128526217E8, 0.0),(6.273104453045222E-6, 7.700771871458934E-16, 5.548349635484228E-12)
(6.60600815E7, 1.2026694142405027E8, 0.0),(6.2727814085058165E-6, 9.27033817273727E-16, 6.086371820315326E-12)
(6.60600815E7, 1.2383836999547884E8, 0.0),(6.273105586780806E-6, 1.141915266441839E-15, 6.7569033485439524E-12)
(6.60600815E7, 1.274097985669074E8, 0.0),(6.272783336283094E-6, 1.353135015922679E-15, 7.354158802607927E-12)
(6.60600815E7, 1.3098122713833597E8, 0.0),(6.272789661916995E-6, 2.6154658390731012E-14, 3.234253060723608E-11)
(6.60600815E7, 1.3455265570976454E8, 0.0),(6.273100340763015E-6, 1.875218349164285E-15, 8.659195026168172E-12)
(6.60600815E7, 1.381240842811931E8, 0.0),(6.272782200005771E-6, 2.1375357519193854E-15, 9.24396362723856E-12)
(6.90600815E7, 1.166955128526217E8, 0.0),(6.273105021739416E-6, 2.461549129921486E-15, 9.921437936098113E-12)
(6.90600815E7, 1.2026694142405027E8, 0.0),(6.272780571561697E-6, 2.7383460821484804E-15, 1.046315937286043E-11)
(6.90600815E7, 1.2383836999547884E8, 0.0),(6.273102441885243E-6, 2.9670480446476094E-15, 1.089269620160392E-11)
(6.90600815E7, 1.274097985669074E8, 0.0),(6.272785352328025E-6, 3.4588760660084157E-15, 1.1759904782164241E-11)
(6.90600815E7, 1.3098122713833597E8, 0.0),(6.27278386624054E-6, 3.9078569596542866E-15, 1.2500029449913246E-11)
(6.90600815E7, 1.3455265570976454E8, 0.0),(6.273102618066348E-6, 4.260068600068793E-15, 1.3052504070416893E-11)
(6.90600815E7, 1.381240842811931E8, 0.0),(6.272779059360322E-6, 4.617574697388273E-15, 1.3587978791384902E-11)
(7.20600815E7, 1.166955128526217E8, 0.0),(6.273103025903243E-6, 5.077286993889931E-15, 1.4249708906277066E-11)
(7.20600815E7, 1.2026694142405027E8, 0.0),(6.272781138717171E-6, 5.522729823049418E-15, 1.486052399438428E-11)
(7.20600815E7, 1.2383836999547884E8, 0.0),(6.272785518142656E-6, 1.2493710503776531E-14, 2.2352708677533182E-11)
(7.20600815E7, 1.274097985669074E8, 0.0),(6.27309889993087E-6, 6.533937261171385E-15, 1.616522171303941E-11)
(7.20600815E7, 1.3098122713833597E8, 0.0),(6.2727789004789374E-6, 7.007748807332962E-15, 1.673997510570303E-11)
(7.20600815E7, 1.3455265570976454E8, 0.0),(6.27310194358325E-6, 7.589129076015556E-15, 1.7421877460605935E-11)
(7.20600815E7, 1.381240842811931E8, 0.0),(6.272777453557865E-6, 8.073401499293986E-15, 1.796795899486102E-11)
(7.50600815E7, 1.166955128526217E8, 0.0),(6.273098693129191E-6, 8.361776411544387E-15, 1.8287256046169734E-11)
(7.50600815E7, 1.2026694142405027E8, 0.0),(6.2727821652913225E-6, 9.282463297537101E-15, 1.926671646113091E-11)
(7.50600815E7, 1.2383836999547884E8, 0.0),(6.272779709541929E-6, 9.971505887163085E-15, 1.9969078338330352E-11)
(7.50600815E7, 1.274097985669074E8, 0.0),(6.273098994291937E-6, 1.0565319360125348E-14, 2.0556303739637038E-11)
(7.50600815E7, 1.3098122713833597E8, 0.0),(6.272774968659436E-6, 1.1122340715962484E-14, 2.1090070699211794E-11)
(7.50600815E7, 1.3455265570976454E8, 0.0),(6.273098667091525E-6, 1.1817381814320424E-14, 2.1740316874149823E-11)
(7.50600815E7, 1.381240842811931E8, 0.0),(6.272777183999739E-6, 1.2509746644677442E-14, 2.2367011837832423E-11)
(7.80600815E7, 1.166955128526217E8, 0.0),(6.272780568536013E-6, 1.600313123516602E-14, 2.529835967162706E-11)
(7.80600815E7, 1.2026694142405027E8, 0.0),(6.2730947055744525E-6, 1.4009444299413352E-14, 2.3671041094171673E-11)
(7.80600815E7, 1.2383836999547884E8, 0.0),(6.272773852023615E-6, 1.468885667613312E-14, 2.423711807312079E-11)
(7.80600815E7, 1.274097985669074E8, 0.0),(6.273097063877593E-6, 1.5528729613059693E-14, 2.4921658020142317E-11)
(7.80600815E7, 1.3098122713833597E8, 0.0),(6.272772591060469E-6, 1.6224912466061445E-14, 2.5473028779495793E-11)
